isin,name,asset_type,asset_subtype,risk_bucket,confidence,has_cv2,has_pev2,has_asset_mix,has_eco_expo,has_ms,has_derived,mix_scale,eco_scale,mix_equity,mix_bond,mix_cash,mix_other,mix_sum,eco_equity,eco_bond,eco_cash,eco_other,eco_sum,retrocession,issue_count,top_severity
LU0261951957,FF - Global Dividend Plus Fund A-Acc-EUR,EQUITY,GLOBAL_INCOME_EQUITY,HIGH,0.93,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU0261952682,Fidelity Funds - Euro 50 Index Fund A-Acc-EUR,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,1,0.0011,0,0,1.0011,100,0,0,0,100.0000,0,1,BLOCKER
LU0264738294,Janus Henderson Horizon Global Property Equities Fund A2 EUR,real_asset,UNKNOWN,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.974,0,0.0159,0.0101,1.0000,0,0,0,100,100.0000,0,2,BLOCKER
LU0267388220,Fidelity Funds - Euro Short Term Bond Fund A-Acc-EUR,FIXED_INCOME,CORPORATE_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0267984697,Invesco Funds - Invesco India Equity Fund E Accumulation EUR,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9841,0,0.0155,0.0004,1.0000,100,0,0,0,100.0000,0.0155,1,BLOCKER
LU0270905242,Pictet-Security R EUR,equity,SECTOR_EQUITY_TECH,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9951,0.0004,0.0045,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0273148055,DWS Invest Gold and Precious Metals Equities NC,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9935,0,0.0047,0.0018,1.0000,0,0,0,100,100.0000,0,2,BLOCKER
LU0273159177,DWS Invest Gold and Precious Metals Equities LC,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9795,0,0.0187,0.0019,1.0001,0,0,0,100,100.0000,0.5,2,BLOCKER
LU0273690064,Goldman Sachs Asia Equity Growth & Income - P Cap EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9884,0,0.0116,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0275692696,Fidelity Funds - American Growth Fund A-Acc-EUR,EQUITY,US_EQUITY,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU0279459456,Schroder International Selection Fund Global Emerging Market,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9752,0,0.0248,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0279460892,Schroder International Selection Fund Global Smaller Compani,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9756,0,0.0244,0,1.0000,100,0,0,0,100.0000,0.99,1,BLOCKER
LU0280435388,Pictet - Clean Energy Transition P EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9815,0.0016,0.017,0,1.0001,100,0,0,0,100.0000,0,1,BLOCKER
LU0280435461,Pictet-Clean Energy Transition R EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9815,0.0016,0.017,0,1.0001,100,0,0,0,100.0000,0,1,BLOCKER
LU0282719219,CT (Lux) - Pan European Small Cap Opportunities Class AE (EU,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9784,0,0.0216,0,1.0000,100,0,0,0,100.0000,0.74,1,BLOCKER
LU0284394821,DNCA Invest Évolutif B EUR,MIXED,FLEXIBLE_ALLOCATION,HIGH,0.92,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,50,50,0,0,100.0000,0,0,OK
LU0284396289,DNCA Invest Value Europe Class B shares EUR,EQUITY,EUROPE_EQUITY,HIGH,0.93,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU0289089384,JPMorgan Funds - Europe Equity Plus Fund A (perf) (acc) - EU,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.8834,0.0041,0.1068,0.0057,1.0000,100,0,0,0,100.0000,0.82,1,BLOCKER
LU0289214628,JPMorgan Funds - Europe Equity Plus Fund D (perf) (acc) - EU,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.8834,0.0041,0.1068,0.0057,1.0000,100,0,0,0,100.0000,1.62,2,BLOCKER
LU0293313325,Allianz Global Investors Fund - Allianz GEM Equity High Divi,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9966,0,0,0.0051,1.0017,100,0,0,0,100.0000,0,1,BLOCKER
LU0293313671,Allianz Global Investors Fund - Allianz GEM Equity High Divi,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9966,0,0,0.0051,1.0017,100,0,0,0,100.0000,1.6,2,BLOCKER
LU0294249692,Carmignac Portfolio Grande Europe E EUR Acc,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9619,0,0.0381,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0300507208,Generali Investments SICAV - Euro Future Leaders EX,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9573,0,0.0427,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0300741732,Franklin Natural Resources Fund A(acc)EUR,equity,SECTOR_EQUITY_ENERGY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9641,0,0.0195,0.0164,1.0000,0,0,0,100,100.0000,0.5,2,BLOCKER
LU0302445910,Schroder International Selection Fund Global Climate Change ,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9883,0,0.0117,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0302446645,Schroder International Selection Fund Global Climate Change ,EQUITY,THEMATIC_EQUITY,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0.72,0,OK
LU0302446991,Schroder International Selection Fund Global Climate Change ,EQUITY,THEMATIC_EQUITY,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU0309468980,Nordea 1 - Latin American Equity Fund E EUR,equity,EMERGING_MARKETS_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9642,0,0.0358,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0313923228,BlackRock Strategic Funds - European Opportunities Extension,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.978749,0.001581,0,0.01967,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0318931192,Fidelity Funds - China Focus Fund A-Acc-EUR,EQUITY,EMERGING_MARKETS_EQUITY,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0.75,0,OK
LU0320896664,Robeco BP US Premium Equities DH €,equity,SECTOR_EQUITY_FINANCIALS,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9717,0,0.0283,0,1.0000,100,0,0,0,100.0000,0.75,1,BLOCKER
LU0321373184,Schroder International Selection Fund European Dividend Maxi,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,1,0,0,0,1.0000,100,0,0,0,100.0000,1.28,2,BLOCKER
LU0323041763,Digital Funds Stars Europe R,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9931,0,0.0009,0.006,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0326425351,BlackRock Global Funds - World Mining Fund E2 EUR Hedged,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.975,0.0002,0.0247,0,0.9999,0,0,0,100,100.0000,0,2,BLOCKER
LU0329070915,Jupiter India Select Class L EUR Acc,EQUITY,EMERGING_MARKETS_EQUITY,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0.86,0,OK
LU0329203656,JPM Global Dividend D (acc) - EUR (hedged),equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9911,0,0.0089,0,1.0000,100,0,0,0,100.0000,1.44,2,BLOCKER
LU0329206832,JPMorgan Investment Funds - Japan Strategic Value Fund D (ac,equity,JAPAN_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9692,0,0.0308,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0329355670,Robeco QI Emerging Markets Active Equities D €,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,1,0,0.0004,0,1.0004,100,0,0,0,100.0000,0,1,BLOCKER
LU0329430986,GAM Multistock - Luxury Brands Equity EUR E,equity,SECTOR_EQUITY_CONSUMER_CYCLICAL,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9829,0,0.0171,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0329678410,Fidelity Funds - Emerging Asia Fund A-Acc-EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9775,0.0013,0.0154,0.0058,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0331286574,BlackRock Global Funds - Sustainable Energy Fund C2 (EUR),equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9694,0.0002,0.0304,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0333810850,Goldman Sachs India Equity Portfolio E Acc EUR,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9925,0,0.0073,0.0002,1.0000,100,0,0,0,100.0000,1.46,2,BLOCKER
LU0336084032,Carmignac Pf Flexible Bond A EUR Acc,fixed_income,CORPORATE_BOND,MEDIUM,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0.0028,0.5177,0.4782,0.0013,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU0340559557,Pictet-Timber P EUR,equity,SECTOR_EQUITY_BASIC_MATERIALS,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9827,0.0015,0.0158,0,1.0000,100,0,0,0,100.0000,0.8,1,BLOCKER
LU0345361124,Fidelity Funds - Asia Pacific Opportunities Fund A-Acc-EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9673,0.0061,0.0266,0,1.0000,100,0,0,0,100.0000,0.8,1,BLOCKER
LU0348529792,Fidelity Active Strategy - FAST - Europe Fund E-ACC-EUR,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,1,0.0007,0,0,1.0007,100,0,0,0,100.0000,0,1,BLOCKER
LU0348784041,Allianz Global Investors Fund - Allianz Oriental Income AT E,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.8988,0.0139,0.0871,0.0002,1.0000,100,0,0,0,100.0000,0.75,1,BLOCKER
LU0348926287,Nordea 1 - Global Climate and Environment Fund BP EUR,equity,SECTOR_EQUITY_TECH,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9772,0,0.0228,0,1.0000,100,0,0,0,100.0000,0.71,1,BLOCKER
LU0348927251,Nordea 1 - Global Climate and Environment Fund E EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9853,0,0.0147,0,1.0000,100,0,0,0,100.0000,1.45,2,BLOCKER
LU0352312184,Allianz Strategy 50 CT EUR,MIXED,MODERATE_ALLOCATION,MEDIUM,0.88,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,50,50,0,0,100.0000,0,0,OK
LU0352312853,Allianz Strategy 75 CT EUR,MIXED,AGGRESSIVE_ALLOCATION,HIGH,0.88,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,80,20,0,0,100.0000,0,0,OK
LU0353647737,Fidelity Funds - European Dividend Fund A-Acc-EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9524,0.0028,0.0159,0.0289,1.0000,100,0,0,0,100.0000,0.75,1,BLOCKER
LU0353649352,Fidelity Funds - Global Inflation-linked Bond Fund E-Acc-EUR,FIXED_INCOME,INFLATION_LINKED_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0360646680,BNP Paribas Funds Euro Defensive Equity Classic Capitalisati,ALTERNATIVE,UNKNOWN,HIGH,0.98,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,0,0,100,100.0000,0,0,OK
LU0365089902,Jupiter India Select Class L USD A Inc,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9598,0.0018,0.0381,0.0003,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0365775922,Schroder International Selection Fund Greater China A Accumu,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9674,0,0.0326,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0368678339,Fidelity Funds - Pacific Fund A-Acc-EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9936,0,0,0.0084,1.0020,100,0,0,0,100.0000,0,1,BLOCKER
LU0384381660,Morgan Stanley Investment Funds - QuantActive Global Infrast,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9842,0.0045,0.0101,0.0011,0.9999,100,0,0,0,100.0000,0.75,1,BLOCKER
LU0387754996,Robeco Global Stars Equities D EUR,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.985,0,0.015,0,1.0000,100,0,0,0,100.0000,0.62,1,BLOCKER
LU0391944815,Pictet-Global Megatrend Selection R EUR,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9794,0.0013,0.0193,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0398684661,Goldman Sachs Alternative Beta - P Cap EUR (hedged i),ALTERNATIVE,UNKNOWN,HIGH,0.96,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,0,0,100,100.0000,0,0,OK
LU0399356780,DWS Invest Latin American Equities LC,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9441,0,0.0559,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0404220724,JPMorgan Investment Funds - Global Income Fund D (div) - EUR,MIXED,MODERATE_ALLOCATION,MEDIUM,0.95,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,50,50,0,0,100.0000,1.23,1,MEDIUM
LU0413376566,BlackRock Global Funds - Emerging Markets Bond Fund A2 Hedge,fixed_income,EMERGING_MARKETS_BOND,MEDIUM,0.93,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9446,0.0546,0.0008,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU0413543058,Fidelity Funds - Japan Value Fund A-Acc-EUR,equity,JAPAN_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,1,0,0,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0415391431,Bellevue Funds (Lux) - Bellevue Medtech & Services B EUR,EQUITY,SECTOR_EQUITY_HEALTHCARE,HIGH,0.95,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0.8,0,OK
LU0425308169,BlackRock Global Funds - Global Inflation Linked Bond Fund A,FIXED_INCOME,INFLATION_LINKED_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0430492750,JPMorgan Funds - Euro Aggregate Bond Fund C (acc) - EUR,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9946,0.0054,0,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU0438336694,BlackRock ESG Fixed Income Strategies Fund E2 EUR,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0.0038,0.7798,0.2036,0.0128,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU0447425785,SIH FCP - Short Term EUR A Classic,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.8788,0.1212,0,1.0000,0,100,0,0,100.0000,0.2,1,BLOCKER
LU0455556406,UBS (Lux) Bond SICAV - Global Inflation-linked (USD) (EUR he,MONETARY,UNKNOWN,LOW,0.98,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,0,100,0,100.0000,0,1,MEDIUM
LU0469270010,AB - Asia Ex-Japan Equity Portfolio C EUR Acc,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,1,0,0,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0491217419,Robeco Indian Equities D €,EQUITY,EMERGING_MARKETS_EQUITY,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU0496368142,Franklin Gold & Precious Metals Fund A(acc)EUR-H1,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.987,0.0006,0.0124,0,1.0000,0,0,0,100,100.0000,0,2,BLOCKER
LU0496369389,Franklin Gold & Precious Metals Fund N(acc)EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9821,0,0.0179,0,1.0000,0,0,0,100,100.0000,0.5,2,BLOCKER
LU0501220429,Global Evolution Funds Frontier Markets R EUR,fixed_income,CORPORATE_BOND,MEDIUM,0.93,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9214,0.0611,0.0175,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU0503631714,Pictet - Global Environmental Opportunities P EUR,EQUITY,THEMATIC_EQUITY,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU0512121004,DNCA Invest Eurose Class B shares EUR,MIXED,CONSERVATIVE_ALLOCATION,LOW,0.93,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,20,80,0,0,100.0000,0.72,0,OK
LU0522352516,JPMorgan Funds - India Fund D (acc) - EUR,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,1,0,0,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0524465548,Alken Fund - Small Cap Europe Class A,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9565,0,0.0435,0,1.0000,100,0,0,0,100.0000,1,1,BLOCKER
LU0524465977,Alken Fund - European Opportunities Class A,equity,EUROPE_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9572,0,0.0317,0.011,0.9999,100,0,0,0,100.0000,1,1,BLOCKER
LU0546917344,Goldman Sachs Euro Long Duration Bond - P Cap EUR,FIXED_INCOME,CORPORATE_BOND,LOW,0.96,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0552029406,Amundi Funds - Latin America Equity A EUR (C),equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9904,0.0012,0.0084,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0552029661,Amundi Funds - Latin America Equity G EUR (C),equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9904,0.0012,0.0084,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0552385295,Morgan Stanley Investment Funds - Global Opportunity Fund A,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9886,0.0036,0.0151,0,1.0073,100,0,0,0,100.0000,0.79,1,BLOCKER
LU0554840230,Robeco Global Consumer Trends Equities M €,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9643,0,0.0357,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0563745743,Bestinver Tordesillas SICAV Iberia A,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9182,0,0.0818,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0564184074,Ethna-AKTIV R-T,allocation,FLEXIBLE_ALLOCATION,LOW,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.423,0.5529,0.0076,0.0165,1.0000,20,80,0,0,100.0000,0,1,BLOCKER
LU0565135745,First Eagle Amundi International Fund Class AE-C Shares,allocation,FLEXIBLE_ALLOCATION,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.8048,0.0147,0.0803,0.1002,1.0000,80,20,0,0,100.0000,0,1,BLOCKER
LU0565136552,First Eagle Amundi International Fund Class FE-C Shares,MIXED,AGGRESSIVE_ALLOCATION,HIGH,0.95,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,80,20,0,0,100.0000,0,0,OK
LU0568583420,Amundi Funds - Equity Japan Target A EUR (C),equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9673,0,0.0327,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0568620560,Amundi Funds - Cash EUR A2 EUR (C),money_market,MONEY_MARKET,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.168192,0.831808,0,1.0000,0,0,100,0,100.0000,0,1,BLOCKER
LU0568620727,Amundi Funds - Cash EUR G2 EUR (C),money_market,MONEY_MARKET,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0,1,0,1.0000,0,0,100,0,100.0000,0.22,1,BLOCKER
LU0569862609,UBAM - Global High Yield Solution AHC EUR,FIXED_INCOME,HIGH_YIELD_BOND,MEDIUM,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0570870567,CT (Lux) - Global Smaller Companies AE (EUR Accumulation Sha,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9955,0,0.0045,0,1.0000,100,0,0,0,100.0000,0.8,1,BLOCKER
LU0571100824,Groupama Europe Convertible NC,FIXED_INCOME,CONVERTIBLE_BOND,MEDIUM,0.92,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0571101558,Groupama Euro High Yield NC,fixed_income,HIGH_YIELD_BOND,MEDIUM,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9982,0.0018,0,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU0583242994,MFS Meridian Funds - Prudent Wealth Fund A1 EUR,allocation,FLEXIBLE_ALLOCATION,MEDIUM,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.7088,0.1495,0.0767,0.065,1.0000,50,50,0,0,100.0000,0.93,1,BLOCKER
LU0592699093,Carmignac Portfolio Emerging Patrimoine E EUR Acc,allocation,FLEXIBLE_ALLOCATION,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.316363,0.683637,0,0,1.0000,50,50,0,0,100.0000,0,1,BLOCKER
LU0594300096,Fidelity Funds - China Consumer Fund A-Acc-EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.988045,0.011955,0,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0594539719,Candriam Bonds Emerging Markets Class C EUR Hedged Cap,fixed_income,EMERGING_MARKETS_BOND,MEDIUM,0.93,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9808,0.0192,0,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU0599946893,DWS Concept Kaldemorgen EUR LC,allocation,FLEXIBLE_ALLOCATION,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.4334,0.3942,0.0755,0.0969,1.0000,50,50,0,0,100.0000,0,1,BLOCKER
LU0599947198,DWS Concept Kaldemorgen EUR NC,allocation,FLEXIBLE_ALLOCATION,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.4338,0.3713,0.0989,0.096,1.0000,50,50,0,0,100.0000,0,1,BLOCKER
LU0602539867,Nordea 1 - Emerging Sustainable Stars Equity Fund BP EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9936,0,0.0064,0,1.0000,100,0,0,0,100.0000,0.71,1,BLOCKER
LU0604766674,Allianz Global Investors Fund - Allianz Global Metals and Mi,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9886,0,0.0114,0,1.0000,0,0,0,100,100.0000,0.5,2,BLOCKER
LU0607225447,CT (Lux) Global Convertible Bond Fund A Acc EUR Hdg,FIXED_INCOME,CONVERTIBLE_BOND,MEDIUM,0.92,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU0607512935,Invesco Funds - Invesco Developed Small and Mid-Cap Equity F,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9764,0.0009,0.0227,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU0607513586,Invesco Funds - Invesco Global Equity Income Fund E Accumula,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9398,0.0001,0,0.0649,1.0048,100,0,0,0,100.0000,1.37,2,BLOCKER
LU0607983896,Nordea 1 - Alpha 15 MA Fund BP EUR,ALTERNATIVE,UNKNOWN,HIGH,0.96,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,0,0,100,100.0000,0,0,OK
LU0616839501,DWS Invest Euro High Yield Corporates LC,fixed_income,HIGH_YIELD_BOND,MEDIUM,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9599,0.0388,0.0013,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU0616856935,DWS Invest Brazilian Equities LC,equity,EMERGING_MARKETS_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.953,0,0.047,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
